kode,name,satuan,version,status,section,resource_name,resource_satuan,koefisien
A.1.7.13,Penuangan/menebar beton 1 m3  untuk kolom beton pracetak,m2,28/2016,active,A,Mandor/Supervisor/ Penyelia,OH,0.073
A.1.7.13,Penuangan/menebar beton 1 m3  untuk kolom beton pracetak,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,A,Operator crane,OH,0.067
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,A,Pembantu operator crane,OH,0.067
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,A,Pekerja,OH,0.067
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,A,Tukang batu,OH,0.067
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,A,Tukang ereksi,OH,0.134
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,A,Kepala tukang,OH,0.067
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,A,Mandor,OH,0.067
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,B,Solar,L,6.676
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,C,Sewa crane,unit hari,0.067
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,C,Sewa pipe support,buah hari,1.1
A.1.7.14,Ereksi 1 buah komponen pelat beton pracetak beserta indeks kenaikan lantai ereksi pelat hingga 24 lantai,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,A,Operator crane,OH,0.061
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,A,Pembantu operator crane,OH,0.061
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,A,Pekerja,OH,0.061
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,A,Tukang batu,OH,0.061
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,A,Tukang ereksi,OH,0.122
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,A,Kepala tukang,OH,0.061
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,A,Mandor,OH,0.061
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,B,Solar,L,6.11
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,C,Sewa crane,unit hari,0.061
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,C,Sewa scaffolding,unit hari,1.1
A.1.7.15,Ereksi 1 buah komponen balok beton pracetak beserta indeks kenaikan lantai ereksi balok hingga 24 lantai,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,A,Operator crane,OH,0.083
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,A,Pembantu operator crane,OH,0.083
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,A,Pekerja,OH,0.083
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,A,Tukang batu,OH,0.083
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,A,Tukang ereksi,OH,0.166
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,A,Kepala tukang,OH,0.083
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,A,Mandor,OH,0.083
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,B,Solar,L,8.277
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,C,Sewa crane,unit hari,0.083
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,C,Sewa pipe support,buah hari,2.2
A.1.7.16,Ereksi 1 buah komponen kolom beton pracetak beserta indeks kenaikan lantai ereksi kolom hingga 24 lantai,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.17,Langsir 1 buah komponen untuk pelat beton pracetak (Â± 20 m),m2,28/2016,active,A,Operator crane,OH,0.019
A.1.7.17,Langsir 1 buah komponen untuk pelat beton pracetak (Â± 20 m),m2,28/2016,active,A,Pembantu operator crane,OH,0.019
A.1.7.17,Langsir 1 buah komponen untuk pelat beton pracetak (Â± 20 m),m2,28/2016,active,A,Pekerja,OH,0.019
A.1.7.17,Langsir 1 buah komponen untuk pelat beton pracetak (Â± 20 m),m2,28/2016,active,A,Tukang batu,OH,0.038
A.1.7.17,Langsir 1 buah komponen untuk pelat beton pracetak (Â± 20 m),m2,28/2016,active,B,Solar,L,1.897
A.1.7.17,Langsir 1 buah komponen untuk pelat beton pracetak (Â± 20 m),m2,28/2016,active,C,Sewa crane,unit hari,0.019
A.1.7.17,Langsir 1 buah komponen untuk pelat beton pracetak (Â± 20 m),m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.18,Langsir 1 buah komponen untuk balok beton pracetak (Â± 20 m),m2,28/2016,active,A,Operator crane,OH,0.019
A.1.7.18,Langsir 1 buah komponen untuk balok beton pracetak (Â± 20 m),m2,28/2016,active,A,Pembantu operator crane,OH,0.019
A.1.7.18,Langsir 1 buah komponen untuk balok beton pracetak (Â± 20 m),m2,28/2016,active,A,Pekerja,OH,0.019
A.1.7.18,Langsir 1 buah komponen untuk balok beton pracetak (Â± 20 m),m2,28/2016,active,A,Tukang batu,OH,0.038
A.1.7.18,Langsir 1 buah komponen untuk balok beton pracetak (Â± 20 m),m2,28/2016,active,B,Solar,L,1.897
A.1.7.18,Langsir 1 buah komponen untuk balok beton pracetak (Â± 20 m),m2,28/2016,active,C,Sewa crane,unit hari,0.019
A.1.7.18,Langsir 1 buah komponen untuk balok beton pracetak (Â± 20 m),m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.19,Langsir 1 buah komponen untuk kolom beton pracetak (Â± 20m),m2,28/2016,active,B,Solar,,1897
A.1.7.19,Langsir 1 buah komponen untuk kolom beton pracetak (Â± 20m),m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.20,Bahan 1 m3 grout campuran,m2,28/2016,active,B,Semen grout,Kg,1200
A.1.7.20,Bahan 1 m3 grout campuran,m2,28/2016,active,B,Screening,Kg,650
A.1.7.20,Bahan 1 m3 grout campuran,m2,28/2016,active,B,Air,L,350
A.1.7.20,Bahan 1 m3 grout campuran,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.21,Bahan 1 m3 grout (tidak campuran),m2,28/2016,active,B,Semen grout,Kg,1850
A.1.7.21,Bahan 1 m3 grout (tidak campuran),m2,28/2016,active,B,Air,L,400
A.1.7.21,Bahan 1 m3 grout (tidak campuran),m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.22,Upah 1 titik pekerjaan grout pada joint pracetak,m2,28/2016,active,A,Tukang batu,OH,0.367
A.1.7.22,Upah 1 titik pekerjaan grout pada joint pracetak,m2,28/2016,active,A,Kepala tukang,OH,0.074
A.1.7.22,Upah 1 titik pekerjaan grout pada joint pracetak,m2,28/2016,active,A,Mandor,OH,0.037
A.1.7.22,Upah 1 titik pekerjaan grout pada joint pracetak,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.7.23,Pemasangan 1 titik bekisting joint pracetak,m2,28/2016,active,A,Pekerja,OH,0.147
A.1.7.23,Pemasangan 1 titik bekisting joint pracetak,m2,28/2016,active,A,Tukang kayu,OH,0.147
A.1.7.23,Pemasangan 1 titik bekisting joint pracetak,m2,28/2016,active,A,Kepala tukang,OH,0.015
A.1.7.23,Pemasangan 1 titik bekisting joint pracetak,m2,28/2016,active,A,Mandor,OH,0.005
A.1.7.23,Pemasangan 1 titik bekisting joint pracetak,m2,28/2016,active,B,"Kayu kaso 5/7 (lebar 5 cm, tinggi 7 cm)",m3,0.012
A.1.7.23,Pemasangan 1 titik bekisting joint pracetak,m2,28/2016,active,B,Papan cor,m3,0.004
A.1.7.23,Pemasangan 1 titik bekisting joint pracetak,m2,28/2016,active,B,Paku (5 s.d.7) cm,Kg,0.264
A.1.7.23,Pemasangan 1 titik bekisting joint pracetak,m2,28/2016,active,C,Overhead & Profit,,15
A.1.7.24,Upah 1 titik joint dengan sling,m2,28/2016,active,A,Pekerja,OH,0.22
A.1.7.24,Upah 1 titik joint dengan sling,m2,28/2016,active,A,Tukang kayu,OH,0.022
A.1.7.24,Upah 1 titik joint dengan sling,m2,28/2016,active,A,Tukang besi,OH,0.22
A.1.7.24,Upah 1 titik joint dengan sling,m2,28/2016,active,A,Mandor,OH,0.011
A.1.7.24,Upah 1 titik joint dengan sling,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.1,Pemasangan plesteran 1PC:1PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.3
A.1.8.1,Pemasangan plesteran 1PC:1PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.15
A.1.8.1,Pemasangan plesteran 1PC:1PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.015
A.1.8.1,Pemasangan plesteran 1PC:1PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.015
A.1.8.1,Pemasangan plesteran 1PC:1PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,15.504
A.1.8.1,Pemasangan plesteran 1PC:1PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.016
A.1.8.1,Pemasangan plesteran 1PC:1PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.2,Pemasangan plesteran 1PC:2PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.3
A.1.8.2,Pemasangan plesteran 1PC:2PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.15
A.1.8.2,Pemasangan plesteran 1PC:2PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.015
A.1.8.2,Pemasangan plesteran 1PC:2PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.015
A.1.8.2,Pemasangan plesteran 1PC:2PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,10.224
A.1.8.2,Pemasangan plesteran 1PC:2PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.02
A.1.8.2,Pemasangan plesteran 1PC:2PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.3,Pemasangan plesteran 1PC:3PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.3
A.1.8.3,Pemasangan plesteran 1PC:3PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.15
A.1.8.3,Pemasangan plesteran 1PC:3PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.015
A.1.8.3,Pemasangan plesteran 1PC:3PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.015
A.1.8.3,Pemasangan plesteran 1PC:3PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,7.776
A.1.8.3,Pemasangan plesteran 1PC:3PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.023
A.1.8.3,Pemasangan plesteran 1PC:3PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.4,Pemasangan plesteran 1PC:4PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.3
A.1.8.4,Pemasangan plesteran 1PC:4PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.15
A.1.8.4,Pemasangan plesteran 1PC:4PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.015
A.1.8.4,Pemasangan plesteran 1PC:4PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.015
A.1.8.4,Pemasangan plesteran 1PC:4PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,6.24
A.1.8.4,Pemasangan plesteran 1PC:4PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.024
A.1.8.4,Pemasangan plesteran 1PC:4PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.5,Pemasangan plesteran 1PC:5PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.3
A.1.8.5,Pemasangan plesteran 1PC:5PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.15
A.1.8.5,Pemasangan plesteran 1PC:5PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.015
A.1.8.5,Pemasangan plesteran 1PC:5PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.015
A.1.8.5,Pemasangan plesteran 1PC:5PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,5.184
A.1.8.5,Pemasangan plesteran 1PC:5PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.026
A.1.8.5,Pemasangan plesteran 1PC:5PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.6,Pemasangan plesteran 1PC:6PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.3
A.1.8.6,Pemasangan plesteran 1PC:6PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.15
A.1.8.6,Pemasangan plesteran 1PC:6PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.015
A.1.8.6,Pemasangan plesteran 1PC:6PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.015
A.1.8.6,Pemasangan plesteran 1PC:6PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,4.416
A.1.8.6,Pemasangan plesteran 1PC:6PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.027
A.1.8.6,Pemasangan plesteran 1PC:6PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.7,Pemasangan plesteran 1PC:7PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.3
A.1.8.7,Pemasangan plesteran 1PC:7PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.15
A.1.8.7,Pemasangan plesteran 1PC:7PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.015
A.1.8.7,Pemasangan plesteran 1PC:7PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.015
A.1.8.7,Pemasangan plesteran 1PC:7PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,3.936
A.1.8.7,Pemasangan plesteran 1PC:7PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.028
A.1.8.7,Pemasangan plesteran 1PC:7PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.8,Pemasangan plesteran 1PC:8PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.3
A.1.8.8,Pemasangan plesteran 1PC:8PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.15
A.1.8.8,Pemasangan plesteran 1PC:8PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.015
A.1.8.8,Pemasangan plesteran 1PC:8PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.015
A.1.8.8,Pemasangan plesteran 1PC:8PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,3.456
A.1.8.8,Pemasangan plesteran 1PC:8PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.029
A.1.8.8,Pemasangan plesteran 1PC:8PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.9,Pemasangan plesteran 1PC:1/2KP:3PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.36
A.1.8.9,Pemasangan plesteran 1PC:1/2KP:3PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.12
A.1.8.9,Pemasangan plesteran 1PC:1/2KP:3PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.012
A.1.8.9,Pemasangan plesteran 1PC:1/2KP:3PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.018
A.1.8.9,Pemasangan plesteran 1PC:1/2KP:3PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,5.76
A.1.8.9,Pemasangan plesteran 1PC:1/2KP:3PP tebal 15 mm,m2,28/2016,active,B,KP,m3,0.003
A.1.8.9,Pemasangan plesteran 1PC:1/2KP:3PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.013
A.1.8.9,Pemasangan plesteran 1PC:1/2KP:3PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.10,Pemasangan plesteran 1PC:2KP:8PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.36
A.1.8.10,Pemasangan plesteran 1PC:2KP:8PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.12
A.1.8.10,Pemasangan plesteran 1PC:2KP:8PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.012
A.1.8.10,Pemasangan plesteran 1PC:2KP:8PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.018
A.1.8.10,Pemasangan plesteran 1PC:2KP:8PP tebal 15 mm,m2,28/2016,active,B,PC,Kg,3
A.1.8.10,Pemasangan plesteran 1PC:2KP:8PP tebal 15 mm,m2,28/2016,active,B,KP,m3,0.005
A.1.8.10,Pemasangan plesteran 1PC:2KP:8PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.02
A.1.8.10,Pemasangan plesteran 1PC:2KP:8PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.11,Pemasangan plesteran 1SM:1KP:1PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.36
A.1.8.11,Pemasangan plesteran 1SM:1KP:1PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.12
A.1.8.11,Pemasangan plesteran 1SM:1KP:1PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.012
A.1.8.11,Pemasangan plesteran 1SM:1KP:1PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.018
A.1.8.11,Pemasangan plesteran 1SM:1KP:1PP tebal 15 mm,m2,28/2016,active,B,SM,m3,0.009
A.1.8.11,Pemasangan plesteran 1SM:1KP:1PP tebal 15 mm,m2,28/2016,active,B,KP,m3,0.009
A.1.8.11,Pemasangan plesteran 1SM:1KP:1PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.009
A.1.8.11,Pemasangan plesteran 1SM:1KP:1PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.12,Pemasangan plesteran 1SM:1KP:2PP tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.36
A.1.8.12,Pemasangan plesteran 1SM:1KP:2PP tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.12
A.1.8.12,Pemasangan plesteran 1SM:1KP:2PP tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.012
A.1.8.12,Pemasangan plesteran 1SM:1KP:2PP tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.018
A.1.8.12,Pemasangan plesteran 1SM:1KP:2PP tebal 15 mm,m2,28/2016,active,B,SM,m3,0.007
A.1.8.12,Pemasangan plesteran 1SM:1KP:2PP tebal 15 mm,m2,28/2016,active,B,KP,m3,0.007
A.1.8.12,Pemasangan plesteran 1SM:1KP:2PP tebal 15 mm,m2,28/2016,active,B,PP,m3,0.015
A.1.8.12,Pemasangan plesteran 1SM:1KP:2PP tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.13,Pemasangan plesteran 1PC:2PP tebal 20 mm,m2,28/2016,active,A,Pekerja,OH,0.4
A.1.8.13,Pemasangan plesteran 1PC:2PP tebal 20 mm,m2,28/2016,active,A,Tukang batu,OH,0.2
A.1.8.13,Pemasangan plesteran 1PC:2PP tebal 20 mm,m2,28/2016,active,A,Kepala tukang,OH,0.02
A.1.8.13,Pemasangan plesteran 1PC:2PP tebal 20 mm,m2,28/2016,active,A,Mandor,OH,0.022
A.1.8.13,Pemasangan plesteran 1PC:2PP tebal 20 mm,m2,28/2016,active,B,PC,Kg,13.632
A.1.8.13,Pemasangan plesteran 1PC:2PP tebal 20 mm,m2,28/2016,active,B,PP,m3,0.027
A.1.8.13,Pemasangan plesteran 1PC:2PP tebal 20 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.14,Pemasangan plesteran 1PC:3PP tebal 20 mm,m2,28/2016,active,A,Pekerja,OH,0.26
A.1.8.14,Pemasangan plesteran 1PC:3PP tebal 20 mm,m2,28/2016,active,A,Tukang batu,OH,0.2
A.1.8.14,Pemasangan plesteran 1PC:3PP tebal 20 mm,m2,28/2016,active,A,Kepala tukang,OH,0.02
A.1.8.14,Pemasangan plesteran 1PC:3PP tebal 20 mm,m2,28/2016,active,A,Mandor,OH,0.013
A.1.8.14,Pemasangan plesteran 1PC:3PP tebal 20 mm,m2,28/2016,active,B,PC,Kg,10.368
A.1.8.14,Pemasangan plesteran 1PC:3PP tebal 20 mm,m2,28/2016,active,B,PP,m3,0.031
A.1.8.14,Pemasangan plesteran 1PC:3PP tebal 20 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.15,Pemasangan plesteran 1PC:4PP tebal 20 mm,m2,28/2016,active,A,Pekerja,OH,0.4
A.1.8.15,Pemasangan plesteran 1PC:4PP tebal 20 mm,m2,28/2016,active,A,Tukang batu,OH,0.2
A.1.8.15,Pemasangan plesteran 1PC:4PP tebal 20 mm,m2,28/2016,active,A,Kepala tukang,OH,0.02
A.1.8.15,Pemasangan plesteran 1PC:4PP tebal 20 mm,m2,28/2016,active,A,Mandor,OH,0.022
A.1.8.15,Pemasangan plesteran 1PC:4PP tebal 20 mm,m2,28/2016,active,B,PC,Kg,8.32
A.1.8.15,Pemasangan plesteran 1PC:4PP tebal 20 mm,m2,28/2016,active,B,PP,m3,0.032
A.1.8.15,Pemasangan plesteran 1PC:4PP tebal 20 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.16,Pemasangan plesteran 1PC:5PP tebal 20 mm,m2,28/2016,active,A,Pekerja,OH,0.4
A.1.8.16,Pemasangan plesteran 1PC:5PP tebal 20 mm,m2,28/2016,active,A,Tukang batu,OH,0.2
A.1.8.16,Pemasangan plesteran 1PC:5PP tebal 20 mm,m2,28/2016,active,A,Kepala tukang,OH,0.02
A.1.8.16,Pemasangan plesteran 1PC:5PP tebal 20 mm,m2,28/2016,active,A,Mandor,OH,0.022
A.1.8.16,Pemasangan plesteran 1PC:5PP tebal 20 mm,m2,28/2016,active,B,PC,Kg,6.912
A.1.8.16,Pemasangan plesteran 1PC:5PP tebal 20 mm,m2,28/2016,active,B,PP,m3,0.035
A.1.8.16,Pemasangan plesteran 1PC:5PP tebal 20 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.17,Pemasangan plesteran 1PC:6PP tebal 20 mm,m2,28/2016,active,A,Pekerja,OH,0.4
A.1.8.17,Pemasangan plesteran 1PC:6PP tebal 20 mm,m2,28/2016,active,A,Tukang Batu,OH,0.2
A.1.8.17,Pemasangan plesteran 1PC:6PP tebal 20 mm,m2,28/2016,active,A,Kepala Tukang,OH,0.02
A.1.8.17,Pemasangan plesteran 1PC:6PP tebal 20 mm,m2,28/2016,active,A,Mandor,OH,0.022
A.1.8.17,Pemasangan plesteran 1PC:6PP tebal 20 mm,m2,28/2016,active,B,PC,Kg,5.888
A.1.8.17,Pemasangan plesteran 1PC:6PP tebal 20 mm,m2,28/2016,active,B,PP,m3,0.036
A.1.8.17,Pemasangan plesteran 1PC:6PP tebal 20 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.18,Pemasangan plesteran 1SM:1KP:2PP tebal 20 mm,m2,28/2016,active,A,Pekerja,OH,0.44
A.1.8.18,Pemasangan plesteran 1SM:1KP:2PP tebal 20 mm,m2,28/2016,active,A,Tukang batu,OH,0.22
A.1.8.18,Pemasangan plesteran 1SM:1KP:2PP tebal 20 mm,m2,28/2016,active,A,Kepala tukang,OH,0.022
A.1.8.18,Pemasangan plesteran 1SM:1KP:2PP tebal 20 mm,m2,28/2016,active,A,Mandor,OH,0.022
A.1.8.18,Pemasangan plesteran 1SM:1KP:2PP tebal 20 mm,m2,28/2016,active,B,SM,m3,0.009
A.1.8.18,Pemasangan plesteran 1SM:1KP:2PP tebal 20 mm,m2,28/2016,active,B,KP,m3,0.009
A.1.8.18,Pemasangan plesteran 1SM:1KP:2PP tebal 20 mm,m2,28/2016,active,B,PP,m3,0.018
A.1.8.18,Pemasangan plesteran 1SM:1KP:2PP tebal 20 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
A.1.8.19,Pemasangan berapen 1PC:5PP  tebal 15 mm,m2,28/2016,active,A,Pekerja,OH,0.15
A.1.8.19,Pemasangan berapen 1PC:5PP  tebal 15 mm,m2,28/2016,active,A,Tukang batu,OH,0.075
A.1.8.19,Pemasangan berapen 1PC:5PP  tebal 15 mm,m2,28/2016,active,A,Kepala tukang,OH,0.008
A.1.8.19,Pemasangan berapen 1PC:5PP  tebal 15 mm,m2,28/2016,active,A,Mandor,OH,0.008
A.1.8.19,Pemasangan berapen 1PC:5PP  tebal 15 mm,m2,28/2016,active,B,PC,Kg,5.184
A.1.8.19,Pemasangan berapen 1PC:5PP  tebal 15 mm,m2,28/2016,active,B,PP,m3,0.026
A.1.8.19,Pemasangan berapen 1PC:5PP  tebal 15 mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15%),,15
